Sample	file_id	Resgenes	file_id	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster
PC98_S157	plasmid_690.fasta	NA	plasmid_690.fasta	6	14081	53.86691286130247	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021135	0.0376857	69
PC98_S157	plasmid_261.fasta	NA	plasmid_261.fasta	1	3374	55.0978067575578	-	-	MOBP	NC_011082_00002	-	-	-	-	Mobilizable	CP001119	0.0178909	26
PC98_S157	plasmid_502.fasta	NA	plasmid_502.fasta	1	2775	46.7027027027027	ColRNAI_rep_cluster_1291	000001__EU090225_00001	-	-	-	-	-	-	Non-mobilizable	CP012637	0.0211548	50
PC99_S154	plasmid_189.fasta	NA	plasmid_189.fasta	1	5755	50.52997393570808	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_001848_00006	-	-	MOBP	NC_019134	Mobilizable	CP006638	0.00414809	18
PC99_S154	plasmid_1007.fasta	aadA5;tet(A);sul2;dfrA17	plasmid_1007.fasta	11	77664	50.15064894932015	-	-	-	-	-	-	-	-	Non-mobilizable	CP021846	0.0393656	100
PC99_S154	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	252953	50.925666032820324	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.11676	100
PG100_S42	plasmid_991.fasta	tet(A);qnrS1;blaCTX-M-15;blaTEM-1B;dfrA14	plasmid_991.fasta	4	82385	50.108636280876375	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00357808	99
PG100_S42	plasmid_163.fasta	NA	plasmid_163.fasta	1	4577	51.78064234214551	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	KT074362	0.00414809	16
PG101_S40	plasmid_357.fasta	sul2;sul2;sul2;sul2;aph(6)-Id	plasmid_357.fasta	1	6200	52.54838709677419	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	HM371192	0.000264084	35
PG101_S40	plasmid_1555.fasta	aac(6')-Ib-cr;blaOXA-1;blaCTX-M-15;catB3;catB3;aac(6')-Ib-cr;aadA5;dfrA17;tet(B);sul1;mph(A)	plasmid_1555.fasta	20	142427	51.20939147773947	IncFIB,IncFIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117	MOBF	NC_011980_00044	MPF_F	NC_010409_00124,NC_007675_00027,NC_022651_00077,NC_017639_00100,NC_017639_00094,NC_013437_00116,NC_010488_00021,NC_019094_00090,NC_018966_00040	-	-	Conjugative	CP009232	0.00363721	155
PG101_S40	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	16828	53.993344425956735	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.025894	106
PG102_S35	plasmid_2912.fasta	NA	plasmid_2912.fasta	3	25901	50.13319949036717	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0478612	291
PG102_S35	plasmid_1555.fasta	sul1;sul2;mph(A);dfrA17;aac(3)-IId;aph(3'')-Ib;aadA5;aph(6)-Id;tet(A)	plasmid_1555.fasta	13	87632	52.60407157202848	IncFIB,IncFIA,IncFIIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,000136__AP014877_00014	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010409_00124,NC_010719_00096	-	-	Conjugative	CP021733	0.0168963	155
PG103_S34	plasmid_1555.fasta	aph(3'')-Ib;aadA5;aac(3)-IId;aph(6)-Id;dfrA17;blaTEM-1B;tet(A);sul1;sul2;mph(A)	plasmid_1555.fasta	12	98664	51.727073704694725	IncFIB,IncFIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010409_00124,NC_010719_00096	MOBF	FN868248	Conjugative	CP021733	0.0155619	155
PG104_S70	plasmid_811.fasta	NA	plasmid_811.fasta	1	18999	60.84530764777094	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0379382	81
PG104_S70	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	10782	46.58690409942497	IncFIB	000095__NZ_CP014273_00094	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AY230888	0.0623675	55
PG104_S70	plasmid_529.fasta	NA	plasmid_529.fasta	2	56072	52.05985161934655	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068	MPF_F	NC_017639_00094,NC_018966_00040,NC_017639_00100,NC_010488_00021,NC_007675_00027,08-5333_00200,NC_019094_00090,NC_014615_00033,NC_013437_00116,NC_010409_00124,NC_022651_00077,NC_008460_00107	-	-	Conjugative	CP013026	0.0345853	52
PG108_S269	plasmid_429.fasta	aph(6)-Id;qnrB1;blaCTX-M-15;blaTEM-1B;sul2;tet(A)	plasmid_429.fasta	17	273161	46.15300134353001	IncH,rep_cluster_1088	000139__NC_012555_00001,000338__NC_021819	MOBH	NC_012555_00231	MPF_F	NC_021845_00017,NC_005211_00030,NC_005211_00005,NC_005211_00012,NC_009838_00006,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	LN794248	0.0018924	42
PG10_S44	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1551	51.06382978723404	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOBP,MOB_unknown	AB027308,CP018359	Mobilizable	JN253636	0.0565317	41
PG10_S44	plasmid_991.fasta	aph(6)-Id;sul2;qnrS1;dfrA14;tet(A);blaCTX-M-15;blaTEM-1B	plasmid_991.fasta	9	90251	51.31799093638852	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00265838	99
PG115_S200	plasmid_357.fasta	sul2;aph(6)-Id;aph(3'')-Ib;dfrA14	plasmid_357.fasta	1	6790	51.98821796759941	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	JN012467	0.00028831	35
PG115_S200	plasmid_475.fasta	qnrS1;blaCTX-M-15	plasmid_475.fasta	2	89871	50.986413859865806	IncI1	000144__CP015838_00058	MOBP	NC_019097	MPF_I	NC_019097_00075,NC_022267_00057,NC_023290_00086,NC_022267_00069,NC_015965_00072,NC_019111_00038,NC_019097_00085,NZ_CM001473_00069,NC_019097_00056	MOBP	JN253636	Conjugative	MF078004	0.00705245	47
PG115_S200	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	82244	51.46028889645445	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021680	0.0716227	106
PG121_S50	plasmid_469.fasta	NA	plasmid_469.fasta	1	4064	51.500984251968504	rep_cluster_1785	001211__AP017616_00002	MOBQ	NC_011411_00002	-	-	MOBQ	NC_013327	Mobilizable	CP019024	0.000312573	46
PG121_S50	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	28512	48.10956790123457	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP006000	0.174408	156
PG121_S50	plasmid_1563.fasta	aph(6)-Id;aac(3)-IId;aph(3'')-Ib;aadA5;dfrA17;tet(A);mph(A);blaTEM-1B;sul2;sul1	plasmid_1563.fasta	12	132118	51.774928473031686	ColRNAI_rep_cluster_1291,IncFII,IncFIB,IncFIIA	000002__NC_009781,000121__CP024805,000096__NC_019117_00097,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_019094_00090,NC_017630_00031,NC_010719_00097,NC_022651_00077,NC_008460_00107,NC_013437_00116,NC_010409_00124,NC_017639_00100,NC_007675_00027,NC_019094_00068,NC_018966_00040,08-5333_00200	MOBF	NC_010600	Conjugative	CP014493	0.00430121	156
PG121_S50	plasmid_414.fasta	NA	plasmid_414.fasta	1	1546	51.48771021992238	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOB_unknown,MOBP	JN985534,NC_018997	Mobilizable	JN253636	0.0496454	41
PG121_S50	plasmid_2395.fasta	NA	plasmid_2395.fasta	5	62435	47.97469368142868	-	-	-	-	-	-	-	-	Non-mobilizable	CP014491	0.0291421	239
PG124_S37	plasmid_225.fasta	NA	plasmid_225.fasta	1	5063	46.33616432944894	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_013719_00001	-	-	-	-	Mobilizable	CP019693	0.000880953	22
PG124_S37	plasmid_538.fasta	NA	plasmid_538.fasta	1	49274	49.45407314202216	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_010409_00124,NC_022651_00077,NC_010719_00097,NC_017639_00100,NC_017639_00094,NC_019094_00090,NC_007675_00027,08-5333_00200,NC_018966_00040,NC_019094_00068,NC_008460_00107,NC_013437_00116	MOBP	NZ_CM001472	Conjugative	CP018958	0.0127293	53
PG124_S37	plasmid_991.fasta	qnrS1;dfrA14;aph(6)-Id;sul2;blaTEM-1B;blaCTX-M-15;tet(A)	plasmid_991.fasta	15	101249	52.35310966034233	IncFIB,IncFIB	000107__CP014778_00094,000096__NC_019117_00097	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP018207	0.00393593	99
PG124_S37	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	9215	56.3537710255019	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0330427	106
PG128_S24	plasmid_225.fasta	NA	plasmid_225.fasta	1	5063	46.33616432944894	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_013719_00001	-	-	-	-	Mobilizable	CP019693	0.000880953	22
PG128_S24	plasmid_276.fasta	NA	plasmid_276.fasta	1	3191	55.029771231588846	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_020251_00005	-	-	MOBP	NC_008697	Mobilizable	CP001387	0.00796745	27
PG128_S24	plasmid_538.fasta	NA	plasmid_538.fasta	1	43172	50.27564161956824	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_013437_00116,NC_010409_00124,NC_007675_00027,NC_010719_00097,NC_019094_00090,NC_017639_00100,NC_018966_00040,NC_008460_00107,NC_022651_00077,NC_019094_00068,NC_017639_00094	MOBP	NZ_CM001472	Conjugative	CP018958	0.0171265	53
PG128_S24	plasmid_991.fasta	aph(6)-Id;sul2;tet(A);blaCTX-M-15;blaTEM-1B;dfrA14;qnrS1	plasmid_991.fasta	16	99938	52.483539794672694	IncFIB,IncFIB	000107__CP014778_00094,000096__NC_019117_00097	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00100,NC_011092_00102	-	-	Conjugative	CP018207	0.0042398	99
PG128_S24	plasmid_58.fasta	NA	plasmid_58.fasta	1	1934	51.292657704239915	ColRNAI_rep_cluster_1993	000024__JX133088	-	-	-	-	-	-	Non-mobilizable	CP018317	0.0223484	5
PG128_S24	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	9215	56.36462289744981	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0329357	106
PG136_S26	plasmid_476.fasta	NA	plasmid_476.fasta	2	88734	50.217504000721256	IncI1	000145__HE610900_00001	MOBP,MOBP	NC_019097,NC_011416_00039	MPF_I	NC_015965_00072,NC_023290_00086,NC_019097_00085,NC_019111_00038,NZ_CM001473_00069,NC_019097_00075,NC_022267_00069,NC_022267_00057,NC_019097_00056	MOBP	HM021326	Conjugative	KU932029	0.0011856	47
PG136_S26	plasmid_920.fasta	blaCTX-M-55	plasmid_920.fasta	2	110942	46.06190622126877	IncFIB	000105__NC_011917_00001	-	-	-	-	-	-	Non-mobilizable	CP020118	0.0120757	92
PG137_S205	plasmid_920.fasta	blaCTX-M-55	plasmid_920.fasta	4	112095	46.173335117534236	IncFIB	000105__NC_011917_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP020118	0.0122604	92
PG145-redeposit_S10	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	2530	47.07509881422925	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	CP018941	Mobilizable	CP016532	0.0533217	13
PG145-redeposit_S10	plasmid_991.fasta	dfrA14;aph(6)-Id;blaCTX-M-15;blaTEM-1B;qnrS1;tet(A);sul2	plasmid_991.fasta	13	73520	53.057671381936885	IncFIB,IncFIB	000096__NC_019117_00097,000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	CP018207	0.0168391	99
PG147_S112	plasmid_405.fasta	blaCTX-M-27	plasmid_405.fasta	1	4457	51.379851918330715	-	-	-	-	-	-	-	-	Non-mobilizable	AY033516	0.0221335	40
PG147_S112	plasmid_1007.fasta	sul2;dfrA17;dfrA17;dfrA17;tet(A)	plasmid_1007.fasta	11	49144	51.06828910955559	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0335842	100
PG166_S136	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	864679	50.7292301536177	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP012732	0.151946	107
PG178_S2	plasmid_1007.fasta	tet(A)	plasmid_1007.fasta	21	80024	48.791612516245124	IncH	000138__CP021336_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP019216	0.0097316	100
PG179_S3	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1088762	50.58231275522107	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP012732	0.161822	107
PG179_S3	plasmid_887.fasta	NA	plasmid_887.fasta	1	2028	52.366863905325445	-	-	-	-	-	-	-	-	Non-mobilizable	CP003996	0.026819	88
PG179_S3	plasmid_920.fasta	NA	plasmid_920.fasta	1	106845	46.61519022883616	IncFIB	000105__NC_011917_00001	-	-	-	-	-	-	Non-mobilizable	CP020118	0.0125875	92
PG181_S4	plasmid_405.fasta	NA	plasmid_405.fasta	1	4843	57.09271112946521	-	-	-	-	-	-	-	-	Non-mobilizable	AY033516	0.0470041	40
PG181_S4	plasmid_991.fasta	dfrA14;sul2;qnrS1;blaCTX-M-15;blaTEM-1B;tet(A);aph(6)-Id	plasmid_991.fasta	8	61606	51.0794403142551	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	-	-	-	-	Mobilizable	CP021681	0.0131603	99
PG189_S5	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	26333	50.02468385675768	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0487413	291
PG189_S5	plasmid_991.fasta	sul2;qnrS1;tet(A);aph(6)-Id;blaCTX-M-15;blaTEM-1B;dfrA14	plasmid_991.fasta	4	90400	50.58849557522124	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102,NC_011092_00100	-	-	Conjugative	CP021681	0.00123693	99
PG195_S6	plasmid_991.fasta	blaCTX-M-15;blaTEM-1B;qnrS1;sul2;aph(6)-Id;dfrA14	plasmid_991.fasta	4	84912	49.766817410966645	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.00282712	99
PG199_S7	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	8741	48.392632421919686	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP020936	0.113823	101
PG199_S7	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	2	8843	50.084812846319124	IncFIB	000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	HQ230976	0.0968463	40
PG199_S7	plasmid_2911.fasta	NA	plasmid_2911.fasta	6	20818	52.147180324718995	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0417116	291
PG199_S7	plasmid_1070.fasta	NA	plasmid_1070.fasta	2	15512	52.63666838576586	-	-	-	-	-	-	-	-	Non-mobilizable	CP012732	0.0334751	107
PG199_S7	plasmid_795.fasta	NA	plasmid_795.fasta	4	19163	52.309137400198296	-	-	-	-	-	-	-	-	Non-mobilizable	CP019906	0.0327227	79
PG199_S7	plasmid_991.fasta	tet(A);aph(6)-Id;blaCTX-M-15;sul2;qnrS1;dfrA14	plasmid_991.fasta	9	54961	52.39897381779807	-	-	-	-	-	-	-	-	Non-mobilizable	KY051550	0.0433296	99
PG199_S7	plasmid_680.fasta	NA	plasmid_680.fasta	2	27477	47.27954289041744	-	-	MOBF	NC_020122_00018	MPF_T	NC_020122_00012,NC_020122_00011,NC_020122_00006,NC_020122_00009,NC_020122_00019	-	-	Conjugative	CP006640	0.00587519	68
PG199_S7	plasmid_586.fasta	NA	plasmid_586.fasta	5	32193	41.11142173764483	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_013718_00045,NC_013718_00044,NC_019128_00037,NC_013718_00041	-	-	Conjugative	JX258655	0.00666341	58
PG1_S3	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	4325	46.589595375722546	rep_cluster_2050	001473__CP024541	-	-	-	-	MOBP	NC_013372	Mobilizable	CP012558	0.0816138	19
PG1_S3	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	25884	50.93107711327461	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0401734	291
PG1_S3	plasmid_979.fasta	NA	plasmid_979.fasta	1	16922	51.49509514241815	-	-	-	-	-	-	-	-	Non-mobilizable	KX528699	0.0324062	97
PG1_S3	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	17798	53.61276547926733	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0286795	106
PG1_S3	plasmid_529.fasta	blaTEM-35;tet(A);mph(A)	plasmid_529.fasta	10	63408	53.401778955336866	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,08-5333_00200,NC_007675_00027,NC_014615_00033,NC_017639_00094,NC_010409_00124,NC_013437_00116,NC_010488_00021,NC_019094_00090,NC_018966_00040,NC_017639_00100,NC_010719_00096	MOBF	KX710094	Conjugative	KT002541	0.0210864	52
PG200_S8	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	6955	55.38461538461539	IncQ1	000194__NC_012006_00002	MOBQ	NC_002636_00002	-	-	MOBQ	CP019954	Mobilizable	EU266532	0.0519203	90
PG200_S8	plasmid_824.fasta	sul1;blaCTX-M-27;mph(A);aadA2;dfrA12	plasmid_824.fasta	5	32799	54.93155279124363	-	-	-	-	-	-	-	-	Non-mobilizable	JX843238	0.0374354	82
PG202_S9	plasmid_1007.fasta	NA	plasmid_1007.fasta	15	60696	47.44134704099117	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0112643	100
PG202_S9	plasmid_991.fasta	blaTEM-1B;blaCTX-M-15;aph(6)-Id;qnrS1;sul2;tet(A);dfrA14	plasmid_991.fasta	3	72541	53.18785238692602	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00100,NC_011092_00102	-	-	Conjugative	KY848295	0.00208065	99
PG203_S10	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	198347	50.15200633233676	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AB011549	0.219531	155
PG203_S10	plasmid_2911.fasta	NA	plasmid_2911.fasta	3	24639	50.78534031413613	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0468354	291
PG203_S10	plasmid_703.fasta	NA	plasmid_703.fasta	1	33883	40.46276894017649	rep_cluster_827	002306__NC_011148_00034	MOBP	KU963390_00048	MPF_T	NC_011148_00028,NC_017903_00051,NC_011148_00022,NC_011148_00026,NC_011148_00025	-	-	Conjugative	CP001137	0.020747	70
PG205_S11	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	324134	50.14777838795066	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP011418	0.263022	156
PG206_S12	plasmid_1007.fasta	NA	plasmid_1007.fasta	13	70274	47.42721347866921	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0284967	100
PG206_S12	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	2871	47.85788923719958	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	CP011067	0.11197	22
PG206_S12	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	23673	51.08773708444219	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0447178	291
PG206_S12	plasmid_703.fasta	NA	plasmid_703.fasta	1	33776	40.549502605400285	rep_cluster_827	002306__NC_011148_00034	MOBP	KU963390_00048	MPF_T	NC_011148_00025,NC_011148_00022,NC_011148_00028,NC_011148_00026,NC_017903_00051	-	-	Conjugative	CP001137	0.0208822	70
PG207_S13	plasmid_34.fasta	NA	plasmid_34.fasta	1	2723	45.648182152038196	-	-	-	-	-	-	MOBP,MOB_unknown	CP018844,NC_019986	Mobilizable	CP019023	0.00666341	3
PG207_S13	plasmid_2912.fasta	NA	plasmid_2912.fasta	5	23372	48.30994352216327	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0496454	291
PG207_S13	plasmid_1070.fasta	NA	plasmid_1070.fasta	3	12858	51.4387929693576	-	-	-	-	-	-	-	-	Non-mobilizable	CP012732	0.0342477	107
PG207_S13	plasmid_795.fasta	NA	plasmid_795.fasta	4	19106	52.30294148435046	-	-	-	-	-	-	-	-	Non-mobilizable	CP019906	0.0360949	79
PG207_S13	plasmid_48.fasta	NA	plasmid_48.fasta	2	43564	43.57037921219356	IncX1	000215__KC853434_00019	MOBP	NC_019096_00001	MPF_T	NC_013503_00034,NC_019067_00043,NC_010860_00022,NC_023277_00163,NC_017624_00009	MOBP	GQ900390	Conjugative	FJ666132	0.00652391	4
PG207_S13	plasmid_991.fasta	blaCTX-M-15;blaTEM-1B;sul2;aph(6)-Id;qnrS1;tet(A)	plasmid_991.fasta	20	97159	52.44496135201062	IncFIB,IncFIB	000107__CP014778_00094,000096__NC_019117_00097	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00103,NC_011092_00102	-	-	Conjugative	CP018207	0.00570819	99
PG210_S14	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	2944	42.96875	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	JQ319766	0.0659724	16
PG210_S14	plasmid_991.fasta	qnrS1;blaTEM-1B;blaCTX-M-15;tet(A);sul2;aph(6)-Id	plasmid_991.fasta	5	83819	51.1017788329615	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.0026025	99
PG211_S15	plasmid_2912.fasta	NA	plasmid_2912.fasta	1	25226	50.650122889082695	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0417116	291
PG211_S15	plasmid_475.fasta	tet(B)	plasmid_475.fasta	2	88735	49.204936045528825	IncI1	000144__CP015838_00058	MOBP	NC_019097	MPF_I	NC_019097_00085,NC_019097_00075,NC_023290_00086,NZ_CM001473_00069,NC_015965_00072,NC_022267_00057,NC_019097_00056,NC_019111_00038,NC_022267_00069	MOBP	JN253636	Conjugative	CP018946	0.00597612	47
PG211_S15	plasmid_824.fasta	catA1;sul1;dfrB4;qepA4	plasmid_824.fasta	1	25297	61.34719531960312	-	-	-	-	-	-	-	-	Non-mobilizable	JX843238	0.0334751	82
PG212_S16	plasmid_1007.fasta	NA	plasmid_1007.fasta	14	64409	47.68122467357046	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.014871	100
PG213_S17	plasmid_1007.fasta	NA	plasmid_1007.fasta	6	66577	46.957658050077356	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP010234	0.0296126	100
PG213_S17	plasmid_529.fasta	NA	plasmid_529.fasta	3	60244	51.65659650753602	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068	MPF_F	NC_010719_00096,NC_022651_00077,NC_013437_00116,NC_017639_00094,NC_017639_00100,NC_010488_00021,08-5333_00200,NC_007675_00027,NC_019094_00090,NC_018966_00040,NC_014615_00033,NC_010409_00124	-	-	Conjugative	CP013026	0.0192445	52
PG214_S18	plasmid_991.fasta	qnrS1;tet(A);sul2;dfrA14;aph(6)-Id;blaTEM-1B;blaCTX-M-15	plasmid_991.fasta	8	90306	50.6079330277058	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00103,NC_011092_00102	-	-	Conjugative	CP021681	0.00205363	99
PG216_S19	plasmid_2.fasta	NA	plasmid_2.fasta	1	4076	44.43081452404318	rep_cluster_2050,ColRNAI_rep_cluster_1857	001473__CP024541,000012__CP000801	-	-	-	-	MOBP	CP018941	Mobilizable	AY028316	0.0463343	
PG217_S20	plasmid_405.fasta	tet(A);blaCTX-M-27	plasmid_405.fasta	2	18680	55.62098501070664	-	-	-	-	-	-	-	-	Non-mobilizable	JN232518	0.0381928	40
PG218_S21	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	220901	49.426213552677446	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003035	0.219531	156
PG218_S21	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	28341	50.38283758512402	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0450347	291
PG218_S21	plasmid_991.fasta	sul2;blaTEM-1B;blaCTX-M-15;aph(6)-Id;dfrA14;qnrS1	plasmid_991.fasta	5	65023	50.95427771711548	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.00944662	99
PG227_S3	plasmid_811.fasta	NA	plasmid_811.fasta	5	25976	56.94872189713582	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0475157	81
PG227_S3	plasmid_991.fasta	dfrA14;aph(6)-Id;blaTEM-1B;blaCTX-M-15;sul2;qnrS1	plasmid_991.fasta	12	91990	50.51853462332862	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.00296902	99
PG231_S23	plasmid_357.fasta	sul2;aph(3'')-Ib	plasmid_357.fasta	1	6200	52.54838709677419	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	HM371192	0.00028831	35
PG231_S23	plasmid_novel_0.fasta	mph(A);blaTEM-1B	plasmid_novel_0.fasta	1	9174	52.11467189884456	ColRNAI_rep_cluster_1857	000012__CP000801	MOBF	CP019897	-	-	MOB_unknown	CP010224	Mobilizable	KT988019	0.0600659	109
